citation,term,chief,case_name,lean,maj_votes,min_votes,issue,issue_description
141 U.S. 583,1891,Fuller,"LAU OW BEW, PETITIONER",conservative,9,0,20260,"immigration and naturalization: permanent residence
Note: cf. statutory construction of criminal laws: immigration, deportation, and employability of aliens"
141 U.S. 589,1891,Fuller,MARSHALL v. HOLMES,liberal,9,0,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals
Note: propriety of federal court deference to ongoing state judicial or state or federal quasi-judicial proceedings, the abstention doctrine, exhaustion of state provided remedies"
141 U.S. 602,1891,Fuller,"JOHNSON v. ST. LOUIS, IRON MOUNTAIN AND SOUTHERN RAILWAY COMPANY.",liberal,7,1,90330,"judicial administration: jurisdiction or authority of federal courts of appeals
Note: jurisdiction of the federal courts or of the Supreme Court"
141 U.S. 616,1891,Fuller,MOLINE PLOW COMPANY v. WEBB,conservative,8,0,20100,debtors' rights
141 U.S. 638,1891,Fuller,CRAIG v. CONTINENTAL INSURANCE COMPANY,conservative,9,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
141 U.S. 648,1891,Fuller,THOMPSON v. BAKER,conservative,9,0,20100,debtors' rights
141 U.S. 661,1891,Fuller,MCLISH v. ROFF,liberal,9,0,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction
Note: jurisdiction of the federal courts or of the Supreme Court"
141 U.S. 668,1891,Fuller,FERRY v. KING COUNTY,conservative,9,0,90350,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from highest state court
Note: jurisdiction of the federal courts or of the Supreme Court"
141 U.S. 673,1891,Fuller,FERRY v. KING COUNTY,liberal,9,0,80140,"corruption, governmental or governmental regulation of other than as in campaign spending"
141 U.S. 674,1891,Fuller,MYERS v. GROOM SHOVEL COMPANY,liberal,7,0,80180,patents and copyrights: patent
141 U.S. 679,1891,Fuller,HENDERSON BRIDGE COMPANY v. HENDERSON CITY,conservative,8,1,90350,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from highest state court
Note: jurisdiction of the federal courts or of the Supreme Court"
141 U.S. 690,1891,Fuller,"CHICAGO, ST. PAUL, MINNEAPOLIS AND OMAHA RAILWAY COMPANY v. ROBERTS",conservative,9,0,90340,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from federal district courts or courts of appeals (cf. 753)
Note: jurisdiction of the federal courts or of the Supreme Court"
141 U.S. 696,1891,Fuller,SINGER MANUFACTURING COMPANY v. WRIGHT,conservative,9,0,90180,"no merits: adequate non-federal grounds for decision
Note: use only if the syllabus or the summary holding specifies one of the following bases."
142 U.S. 122,1891,Fuller,CHEVER v. HORNER,conservative,9,0,90170,"no merits: dismissed or affirmed for want of jurisdiction (cf. judicial administration: Supreme Court jurisdiction or authority on appeal from federal district courts or courts of appeals)
Note: use only if the syllabus or the summary holding specifies one of the following bases."
142 U.S. 138,1891,Fuller,WAUTON v. DEWOLF,conservative,9,0,90520,"miscellaneous judicial power, especially diversity jurisdiction"
142 U.S. 140,1891,Fuller,CLAASSEN v. UNITED STATES,conservative,9,0,10420,"statutory construction of criminal laws: false statements (cf. statutory construction of criminal laws: perjury)
Note: these codes, by definition exclude the constitutionality of these laws"
142 U.S. 148,1891,Fuller,SIMMONS v. UNITED STATES,conservative,9,0,10210,extra-legal jury influences: contact with jurors outside courtroom
142 U.S. 155,1891,Fuller,MCELVAINE v. BRUSH,liberal,9,0,80105,"state and territorial land claims
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
142 U.S. 161,1891,Fuller,KNIGHT v. UNITED STATES LAND ASSOCIATION,liberal,6,0,80105,"state and territorial land claims
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
142 U.S. 18,1891,Fuller,NEW ORLEANS AND NORTHEASTERN RAILROAD COMPANY v. JOPES,conservative,9,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
142 U.S. 217,1891,Fuller,MAINE v. GRAND TRUNK RAILWAY COMPANY,liberal,5,4,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
142 U.S. 236,1891,Fuller,MARTIN v. GRAY,conservative,9,0,90480,"judicial administration: untimely filing
Note: jurisdiction of the federal courts or of the Supreme Court"
142 U.S. 241,1891,Fuller,DESERET SALT COMPANY v. TARPEY,liberal,9,0,80220,federal or state regulation of transportation regulation: railroad
142 U.S. 254,1891,Fuller,KAUKAUNA WATER POWER COMPANY v. GREEN BAY AND MISSISSIPPI CANAL COMPANY,liberal,8,1,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
142 U.S. 282,1891,Fuller,"ST. PAUL, MINNEAPOLIS AND MANITOBA RAILWAY COMPANY v. TODD COUNTY",conservative,7,0,90350,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from highest state court
Note: jurisdiction of the federal courts or of the Supreme Court"
142 U.S. 288,1891,Fuller,TYLER v. CASS COUNTY,conservative,9,0,90160,"no merits: dismissed or affirmed for want of a substantial or properly presented federal question, or a nonsuit 
Note: use only if the syllabus or the summary holding specifies one of the following bases."
142 U.S. 293,1891,Fuller,STUTSMAN COUNTY v. WALLACE,liberal,9,0,80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action."
142 U.S. 339,1891,Fuller,PACIFIC EXPRESS COMPANY v. SEIBERT,liberal,9,0,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
142 U.S. 355,1891,Fuller,CHAFFEE COUNTY v. POTTER,conservative,8,1,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
142 U.S. 366,1891,Fuller,DOON TOWNSHIP v. CUMMINS,conservative,6,3,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
142 U.S. 381,1891,Fuller,SCOTT v. ELLERY,liberal,9,0,80030,bankruptcy (except in the context of priority of federal fiscal claims)
142 U.S. 386,1891,Fuller,"CHARLOTTE, COLUMBIA AND AUGUSTA RAILROAD COMPANY v. GIBBES",liberal,7,0,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)"
142 U.S. 450,1891,Fuller,BOYD v. UNITED STATES,liberal,9,0,10370,"Federal Rules of Criminal Procedure
Note: including application of the Federal Rules of Evidence in criminal proceedings and criminal rules of a court of appeals or state supreme court"
142 U.S. 459,1891,Fuller,FISK v. HENARIE,liberal,7,2,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals
Note: propriety of federal court deference to ongoing state judicial or state or federal quasi-judicial proceedings, the abstention doctrine, exhaustion of state provided remedies"
142 U.S. 471,1891,Fuller,THOMPSON v. UNITED STATES,liberal,8,1,120020,"federal taxation of gifts, personal, business, or professional expenses"
142 U.S. 479,1891,Fuller,"in re FASSETT, PETITIONER",liberal,9,0,90320,"judicial administration: jurisdiction or authority of federal district courts or territorial courts
Note: jurisdiction of the federal courts or of the Supreme Court (cf. no merits: dismissed for want of jurisdiction)"
142 U.S. 492,1891,Fuller,NORTHERN PACIFIC RAILROAD COMPANY v. WASHINGTON TERRITORY EX REL. DUSTIN,conservative,6,3,90420,"judicial administration: extraordinary relief (e.g., mandamus, injunction)
Note: jurisdiction of the federal courts or of the Supreme Court"
142 U.S. 547,1891,Fuller,COUNSELMAN v. HITCHCOCK,liberal,9,0,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution)
142 U.S. 56,1891,Fuller,FINN v. BROWN,conservative,9,0,20100,debtors' rights
142 U.S. 587,1891,Fuller,MCNEE v. DONAHUE,liberal,9,0,80105,"state and territorial land claims
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
142 U.S. 602,1891,Fuller,PHELPS v. SIEGFRIED,liberal,9,0,120020,"federal taxation of gifts, personal, business, or professional expenses"
142 U.S. 604,1891,Fuller,MAGONE v. ROSENSTEIN,conservative,9,0,120020,"federal taxation of gifts, personal, business, or professional expenses"
142 U.S. 615,1891,Fuller,UNITED STATES v. ALABAMA GREAT SOUTHERN RAILROAD COMPANY,conservative,9,0,80220,federal or state regulation of transportation regulation: railroad
142 U.S. 622,1891,Fuller,SOUTH BRANCH LUMBER COMPANY v. OTT,liberal,9,0,20100,debtors' rights
142 U.S. 636,1891,Fuller,"DELAWARE CITY, SALEM AND PHILADELPHIA STEAMBOAT NAVIGATION COMPANY v. REYBOLD",conservative,9,0,90160,"no merits: dismissed or affirmed for want of a substantial or properly presented federal question, or a nonsuit 
Note: use only if the syllabus or the summary holding specifies one of the following bases."
142 U.S. 644,1891,Fuller,PETRI v. COMMERCIAL NATIONAL BANK OF CHICAGO,liberal,9,0,90330,"judicial administration: jurisdiction or authority of federal courts of appeals
Note: jurisdiction of the federal courts or of the Supreme Court"
142 U.S. 651,1891,Fuller,NISHIMURA EKIU v. UNITED STATES,conservative,8,1,20310,"immigration and naturalization: miscellaneous
Note: cf. statutory construction of criminal laws: immigration, deportation, and employability of aliens"
142 U.S. 664,1891,Fuller,BIRD v. BENLISA,conservative,8,0,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
142 U.S. 671,1891,Fuller,"CONVERS v. ATCHISON, TOPEKA AND SANTA FE RAILROAD COMPANY",liberal,7,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
142 U.S. 676,1891,Fuller,HEDDEN v. ISELIN,conservative,8,0,120020,"federal taxation of gifts, personal, business, or professional expenses"
142 U.S. 682,1891,Fuller,CLARK v. SIDWAY,liberal,8,0,90100,assessment of costs or damages: as part of a court order
142 U.S. 73,1891,Fuller,HAMMOND v. JOHNSTON,conservative,9,0,90180,"no merits: adequate non-federal grounds for decision
Note: use only if the syllabus or the summary holding specifies one of the following bases."
142 U.S. 79,1891,Fuller,NEW ORLEANS v. NEW ORLEANS WATER WORKS COMPANY.,conservative,8,1,90160,"no merits: dismissed or affirmed for want of a substantial or properly presented federal question, or a nonsuit 
Note: use only if the syllabus or the summary holding specifies one of the following bases."
142 U.S. 93,1891,Fuller,FRANKLIN COUNTY v. GERMAN SAVINGS BANK,liberal,9,0,90380,"judicial administration: review of non-final order
Note: jurisdiction of the federal courts or of the Supreme Court"
143 U.S. 1,1891,Fuller,LOUISVILLE WATER COMPANY v. CLARK,liberal,9,0,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
143 U.S. 110,1891,Fuller,"in re RAPIER, PETITIONER.",liberal,8,0,80350,miscellaneous economic regulation
143 U.S. 135,1891,Fuller,BOYD v. NEBRASKA EX REL. THAYER,liberal,7,1,20270,"immigration and naturalization: citizenship
Note: cf. statutory construction of criminal laws: immigration, deportation, and employability of aliens"
143 U.S. 18,1891,Fuller,DISTRICT OF COLUMBIA v. HUTTON,liberal,8,0,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)"
143 U.S. 192,1891,Fuller,NEW ORLEANS CITY AND LAKE RAILROAD COMPANY v. NEW ORLEANS,liberal,8,0,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
143 U.S. 202,1891,Fuller,"in re WOODS, PETITIONER",conservative,8,0,90160,"no merits: dismissed or affirmed for want of a substantial or properly presented federal question, or a nonsuit 
Note: use only if the syllabus or the summary holding specifies one of the following bases."
143 U.S. 207,1891,Fuller,HORNER v. UNITED STATES. NO. 1,liberal,8,0,80350,miscellaneous economic regulation
143 U.S. 224,1891,Fuller,HAMMOND v. HOPKINS,liberal,8,0,90480,"judicial administration: untimely filing
Note: jurisdiction of the federal courts or of the Supreme Court"
143 U.S. 275,1891,Fuller,THE BARBED WIRE PATENT,conservative,7,1,80180,patents and copyrights: patent
143 U.S. 293,1891,Fuller,THE WASHBURN AND MOEN MANUFACTURING COMPANY v. NORWOOD,conservative,8,0,80180,patents and copyrights: patent
143 U.S. 301,1891,Fuller,LUDELING v. CHAFFE,conservative,8,0,90170,"no merits: dismissed or affirmed for want of jurisdiction (cf. judicial administration: Supreme Court jurisdiction or authority on appeal from federal district courts or courts of appeals)
Note: use only if the syllabus or the summary holding specifies one of the following bases."
